Table 6: Average Employment Incomes by Area and Economic Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: BC Stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Sector Aggregations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Total,Forestry,,,Mining,Oil and Gas,"Fishing, Hunting and Trapping",Agriculture and Food,,,Tourism,,,,,,,Public Sector,,,,,,,,Construction,Film and TV,High Tech Manufacturing,Other Manufacturing,Utilities,Truck Transport,Water Transport,Rail Transport,Other Transport,Retail Trade,Wholesale Trade,Business Services,FIRE,Information and Communications Technology,Other Services,,,,,
Key,Region Name,Ref_Year,Statistic,Geo_Type,Parent_RD,Total,Forestry Total,Forestry: Logging,Forestry: Wood Manufacturing,Mining Total,Oil and Gas Total,Fishing Total,Agriculture Total,"Agriculture: Farming, Greenhouses and Aquaculture",Agriculture: Food Processing,Tourism Total,Tourism: Transportation,Tourism: Accommodation,Tourism: Food and beverage,Tourism: Recreation and entertainment,Tourism: Retail,Tourism: Other,Public Sector Total,Public Sector: Federal Government,Public Sector: Provincial Government,Public Sector: Health,Public Sector: Social Services,Public Sector: Education,Public Sector: Local Government,Public Sector: Indigenous Government,Construction Total,Film and TV Total,High Tech Manufacturing Total,Other Manufacturing Total,Utilities Total,Truck Transport Total,Water Transport Total,Rail Transport Total,Other Transport Total,Retail Trade Total,Wholesale Trade Total,Business Services Total,FIRE Total,ICT Total,Other Services Total,Other Services: Accommodation,Other Services: Food Services,Other Services: Recreation and Entertainment,Other Services: Other,
43,Westshore Communities,2010,Average Employment Income,EDA,Capital,"45,360","52,800","47,200","60,000",0,"103,300","24,000","33,200","25,200","37,900","32,700","43,600","35,700","23,000","25,100","32,000","37,500","54,900","69,200","58,100","44,000","35,800","47,800","63,000","30,000","46,700","19,000","60,400","50,900","68,300","31,100","56,600",0,"42,900","33,100","50,600","38,600","49,200","61,800","26,700","35,400","19,300","27,000","31,000",
44,Cowichan Valley,2010,Average Employment Income,RD,Cowichan Valley,"40,800","61,900","59,300","63,900","30,100","76,400","25,400","25,600","24,200","30,300","28,400","39,600","27,500","17,900","29,200","28,700","41,900","47,100","63,300","55,000","44,900","36,600","43,300","52,800","31,400","43,900","24,000","61,600","44,400","89,700","45,500","77,900",0,"40,700","28,000","66,900","32,000","49,600","57,300","21,100","27,900","14,800","24,800","26,100",
45,Duncan,2010,Average Employment Income,EDA,Cowichan Valley,"39,560","64,200","60,900","66,400",0,"83,000","16,000","28,900","25,400","38,500","28,800","42,700","26,900","20,500","26,900","27,900","26,800","45,200","56,300","50,400","44,700","35,600","42,900","49,600","33,600","39,900",0,0,"41,300","83,500","47,300","51,100",0,"39,600","29,300","44,600","32,900","53,700","62,700","20,100","27,800","15,700","22,600","23,200",
46,Ladysmith,2010,Average Employment Income,EDA,Cowichan Valley,"38,960","64,400","57,000","68,600",0,"120,000","26,200","16,800","16,800",0,"30,200","41,400","19,500","18,400","30,400","35,800","82,900","40,400","67,000","54,000","35,500","32,700","40,200","40,000","30,000","42,500",0,"40,000","54,100","100,000","39,000","88,100",0,"52,000","25,200","54,300","28,900","43,800","48,700","24,500","19,500","14,800","26,400","34,500",
47,Lake Cowichan,2010,Average Employment Income,EDA,Cowichan Valley,"34,440","57,100","57,200","56,800",0,0,0,"26,000","26,000",0,"21,500","21,700","14,000","21,700","18,000","34,900","61,300","43,800","32,000","50,000","50,800",0,"35,500","54,000","26,000","28,800",0,0,"59,900",0,"38,000",0,0,0,"27,400","61,500","31,200","21,300",0,"20,200","14,000","15,500","18,000","30,300",
48,Malahat - South Cowichan,2010,Average Employment Income,EDA,Cowichan Valley,"46,480","48,900","60,000","42,000","87,700",0,"26,800","21,200","20,600","24,000","31,000","48,600","20,000","17,700","34,200","35,500","95,900","54,300","72,300","60,200","47,900","44,000","48,600","65,000","18,000","56,500",0,"100,000","45,900","104,000","50,000","83,100",0,"58,300","29,200","53,900","35,400","55,400","60,700","21,700","20,000","13,200","29,400","29,500",
49,Nanaimo RD,2010,Average Employment Income,RD,Nanaimo,"38,400","54,700","57,500","52,300","50,000","38,800","30,200","20,600","20,300","21,800","28,900","47,700","22,300","17,700","23,600","28,700","34,700","47,700","61,700","58,600","44,200","35,800","46,800","55,200","30,400","39,800","20,400","53,100","41,300","83,100","40,500","57,700","50,000","48,900","29,700","47,300","32,700","46,200","44,700","21,500","22,300","15,200","22,600","28,700",
50,Nanaimo,2010,Average Employment Income,EDA,Nanaimo,"38,920","59,400","57,800","60,700","52,000","42,100","29,100","23,000","24,000","19,200","29,400","46,200","24,500","18,300","24,200","28,500","35,800","47,500","60,600","59,200","44,400","33,800","46,400","54,600","32,000","40,200","19,000","41,800","44,200","90,100","41,900","57,400","50,000","46,700","29,100","47,800","33,800","46,900","45,100","21,600","24,400","15,400","22,500","28,500",
51,Parksville-Qualicum,2010,Average Employment Income,EDA,Nanaimo,"36,640","43,900","56,000","33,400","59,400",0,"37,000","18,700","15,800","27,500","29,300","54,700","19,600","17,800","23,200","33,500","32,200","48,000","65,600","57,200","43,300","45,000","47,800","57,200","20,000","38,700","24,000","34,900","30,500","60,600","36,300","58,200",0,"62,200","31,800","55,200","29,100","43,900","43,300","20,900","19,600","14,300","22,400","28,900",
52,Alberni-Clayoquot,2010,Average Employment Income,RD,Alberni-Clayoquot,"35,640","61,200","51,300","68,500","36,100",0,"27,700","28,600","28,600",0,"27,300","35,400","25,800","21,200","27,700","21,000","29,600","42,900","59,800","50,000","42,200","37,400","42,700","48,400","28,800","32,700","3,400",0,"81,500","31,400","48,100","50,500",0,"40,900","25,000","37,000","29,800","40,500","43,400","24,600","25,600","19,800","24,400","30,100",
53,Alberni,2010,Average Employment Income,EDA,Alberni-Clayoquot,"37,040","64,700","56,000","70,100","42,300",0,"30,500","22,200","22,200",0,"29,800","41,600","26,400","21,900","18,100","24,800","27,300","43,300","63,200","57,000","41,500","37,600","42,600","45,600","30,000","32,300",0,0,"56,000","28,000","48,700","60,400",0,"43,400","26,600","39,800","27,000","44,000","48,400","23,400","26,400","19,600","20,100","28,600",
54,Clayoquot,2010,Average Employment Income,EDA,Alberni-Clayoquot,"30,800","20,000","20,000",0,0,0,"26,100","45,000","45,000",0,"23,600","14,800","26,100","21,400","45,100","33,600",0,"43,200","54,000","30,000","60,500",0,"42,900","58,000","27,600","38,000","36,200",0,0,"50,000","83,400","29,900","83,400","55,000","21,700","40,200","31,400","10,300","38,000","26,600","25,900","22,800","30,200","31,300",
55,Strathcona RD,2010,Average Employment Income,RD,Strathcona,"39,560","53,300","55,000","44,600","78,700","48,000","39,500","40,900","40,900",0,"27,800","37,400","24,300","22,100","25,000","19,800","27,500","44,200","59,600","55,200","44,200","35,600","41,500","45,200","32,800","48,000","16,000",0,"42,600","79,600","44,100","60,300",0,"44,000","23,400","45,400","34,800","40,800","49,000","21,400","24,300","13,900","22,900","26,600",
56,Bute Inlet,2010,Average Employment Income,EDA,Strathcona,"34,920","22,600","22,600",0,0,0,"40,000","24,900","24,900",0,"30,600","52,000","38,500","20,000","26,500","11,600","15,300","43,200",0,0,"64,000","20,000","28,600",0,"60,000","42,800",0,0,0,0,0,"52,000",0,0,"17,000","25,200","36,400","47,200","48,800","27,400","38,500","14,800","21,500","15,600",
57,Campbell River,2010,Average Employment Income,EDA,Strathcona,"40,400","56,800","59,200","46,600","80,000","46,700","38,800","46,300","46,300",0,"26,100","38,900","20,100","18,400","25,500","18,800","33,800","45,200","59,600","60,800","43,900","30,400","44,300","50,000","28,000","49,900","16,000","28,000","41,400","80,400","45,300","63,600",0,"44,200","22,500","49,400","35,200","41,300","47,900","21,300","20,300","14,200","23,300","28,200",
58,Strathcona,2010,Average Employment Income,EDA,Strathcona,"35,720","50,300","50,300",0,"56,500","51,100","45,000","33,300","33,300",0,"24,800","22,300","16,000","63,100","12,000","39,000",0,"35,500","70,000",0,"48,000",0,"34,100","26,000","27,000","24,000",0,0,0,0,"35,900","35,900",0,"35,900","57,100","39,000","21,100","11,000","50,000","12,600","16,000","6,800","12,000","12,800",
59,Comox Valley,2010,Average Employment Income,RD,Comox Valley,"38,200","52,300","52,200","52,900","71,100","50,100","27,300","26,500","23,400","47,100","29,800","43,900","24,500","21,700","24,100","22,900","29,200","46,500","60,300","55,200","40,400","26,200","44,000","50,600","32,000","40,100","18,000","39,000","27,200","73,000","30,200","57,600",0,"47,800","25,900","47,000","30,100","51,600","51,200","22,100","24,300","16,300","23,100","26,200",
60,Comox,2010,Average Employment Income,EDA,Comox Valley,"41,800","67,800","69,800","65,000",0,"130,400","32,500","26,800","26,000","31,300","35,900","58,600","30,000","16,800","21,000","24,500","24,100","52,000","62,300","68,000","47,500","31,200","45,500","63,000","45,000","42,200","20,000","50,000","41,600","84,000","16,000","64,000",0,"58,300","22,600","57,600","30,700","50,300","48,500","24,500","30,000","14,200","21,500","30,300",
61,Courtenay,2010,Average Employment Income,EDA,Comox Valley,"36,440","47,600","48,400","41,600","59,400","36,200","23,300","27,100","23,200","51,400","29,100","41,300","23,800","24,200","25,500","23,100","30,700","43,400","58,500","49,600","37,100","23,500","43,200","45,400",0,"39,000",0,"31,600","29,400","62,900","33,100","55,400",0,"39,900","27,200","41,900","30,100","52,000","52,500","21,300","23,700","17,000","23,500","24,200",
62,Powell River RD,2010,Average Employment Income,RD,Powell River,"38,520","66,300","52,300","71,900","45,000",0,"20,800","18,400","18,400",0,"27,600","40,600","26,800","18,900","30,000","26,300","24,000","46,600","44,300","58,000","45,300","44,000","44,100","59,000","32,000","40,700",0,0,"71,600","110,000","39,200","50,600",0,"41,900","23,700","56,300","26,500","40,500","48,700","21,700","26,800","13,000","30,500","25,700",
63,Powell River,2010,Average Employment Income,EDA,Powell River,"39,160","66,700","52,300","72,500","44,000",0,"21,800","18,200","18,200",0,"27,800","40,000","26,800","19,500","30,300","24,800","28,000","47,500","44,400","58,000","46,400","44,000","45,400","59,000","32,000","41,600",0,0,"73,100","110,000","40,000","50,700",0,"41,800","24,100","56,500","27,800","40,500","52,000","21,900","26,800","13,100","30,500","26,100",
64,Sunshine Coast RD,2010,Average Employment Income,RD,Sunshine Coast,"42,400","73,500","50,800","84,500","68,300",0,"29,000","18,500","21,000","16,500","35,700","56,200","30,800","25,800","22,800","24,100","23,800","46,600","68,500","53,000","42,100","26,000","46,700","64,000","32,000","42,800","34,000","44,000","50,000","80,700","49,000","53,700",0,"43,300","27,100","58,100","25,800","41,400","80,900","22,300","30,800","13,000","20,300","32,800",
65,Sunshine Coast,2010,Average Employment Income,EDA,Sunshine Coast,"42,400","73,500","50,800","84,500","68,300",0,"29,000","18,500","21,000","16,500","35,900","55,700","30,800","25,100","23,400","24,100","23,800","46,600","68,500","53,000","42,100","26,000","46,700","64,000","32,000","42,800","34,000","44,000","49,800","80,600","49,100","53,700",0,"43,300","27,100","58,400","25,800","41,400","80,900","22,300","30,800","13,000","20,300","32,800",
66,Squamish-Lillooet,2010,Average Employment Income,RD,Squamish-Lillooet,"43,560","51,300","46,100","71,400","38,500","29,300","19,500","20,700","20,200","23,100","35,100","47,900","41,300","23,600","36,200","38,700","38,500","47,700","69,200","41,000","45,700","27,000","49,500","51,400","27,000","38,600","46,000","60,000","44,100","59,300","58,200","75,700","72,000","44,500","37,600","55,800","37,000","92,100","58,200","33,000","40,400","22,200","34,300","37,100",
67,Squamish,2010,Average Employment Income,EDA,Squamish-Lillooet,"42,520","53,900","53,000","56,000","43,600","53,100",0,0,0,0,"36,000","57,800","43,200","24,000","37,500","25,800","44,500","48,800","68,000","54,000","42,200","28,800","50,700","50,200","37,000","39,900","44,000","57,100","47,500","85,000","62,200","76,600","80,000","68,600","33,100","66,800","28,900","46,000","62,700","32,500","43,200","20,800","32,500","33,300",
68,Upper Squamish - Lillooet Region,2010,Average Employment Income,EDA,Squamish-Lillooet,"36,160","33,900","37,000","26,700","10,000",0,0,"21,300","20,800","26,700","23,300","42,700","12,000","12,400","20,000","120,000","50,000","38,900","48,000","18,000","53,900","23,000","55,300","44,000","24,000","29,300",0,0,"50,000","50,000","64,000","64,000","67,400","47,000","36,900",0,"50,300","32,200","33,300","35,600","12,000","13,500","20,000","117,800",
69,Whistler - Pemberton,2010,Average Employment Income,EDA,Squamish-Lillooet,"45,960","45,000","45,000",0,"23,000","23,000","20,000","19,700","19,600","20,000","34,000","38,300","41,100","24,000","33,200","45,000","35,700","48,800","79,000","56,000","48,700","32,000","44,300","53,600","26,800","39,000","50,000",0,"9,000","48,900","38,000","38,000","38,000","35,000","36,700","50,800","47,100","138,400","53,200","32,800","41,100","23,600","32,800","36,000",
70,Thompson-Nicola,2010,Average Employment Income,RD,Thompson-Nicola,"42,960","57,100","46,000","63,200","76,900","18,900","27,000","28,400","26,900","35,900","29,200","43,600","19,800","17,400","40,100","33,900","42,400","49,200","55,400","57,800","47,200","36,800","52,100","51,000","32,600","46,600","16,000","63,700","52,600","76,900","48,100",0,"65,200","42,500","32,600","51,300","36,300","50,600","54,700","21,200","19,000","14,600","32,200","25,000",
71,Ashcroft - Copper Desert Country,2010,Average Employment Income,EDA,Thompson-Nicola,"35,560","60,900","47,100","66,700","70,200","31,200",0,"14,900","14,900",0,"21,100","40,300","11,800","17,600","19,900","24,000","32,100","35,100","42,000","50,000","38,000","26,000","36,900","32,000","28,400","35,500",0,0,"105,800","70,000","44,300",0,"52,000",0,"21,100","24,000","39,000","33,700","16,000","15,900","11,900","16,200","15,200","17,700",
72,Kamloops,2010,Average Employment Income,EDA,Thompson-Nicola,"43,920","61,200","44,500","69,300","78,600","16,600",0,"28,400","24,400","36,700","32,700","44,700","22,700","16,800","41,400","38,600","48,200","51,400","55,200","60,000","48,500","38,000","54,500","52,600","41,200","46,100","16,000","63,400","52,600","75,500","48,700",0,"65,700","44,900","34,500","52,000","36,600","53,000","55,400","21,800","23,300","14,200","33,700","26,000",
73,Logan Lake,2010,Average Employment Income,EDA,Thompson-Nicola,"48,720","51,000","52,000","50,000","85,700",0,0,"10,800","10,800",0,"22,300","24,300","17,000","17,800","24,000","52,000","40,000","37,900","48,000","40,000","46,500",0,"24,000","34,000","30,000","46,700",0,0,0,0,"50,000",0,0,0,"20,000","52,000","48,100","45,800",0,"19,900","17,000","12,000","24,000","26,100",
74,Merritt,2010,Average Employment Income,EDA,Thompson-Nicola,"42,960","54,400","57,400","53,000","70,200",0,0,"38,000","38,000",0,"25,600","56,800","14,000","24,500","27,000","24,400","40,000","43,400","56,000","35,500","38,400","22,900","53,500","50,000","25,200","55,600",0,0,"45,000","60,000","65,600",0,"71,500",0,"23,400","40,000","38,400","24,000","61,300","25,500","14,000","23,100","25,900","29,900",
75,North Thompson,2010,Average Employment Income,EDA,Thompson-Nicola,"38,160","45,300","44,000","47,000","77,100",0,0,"45,000","45,000",0,"23,800","26,600","18,200","17,800","52,000","59,500","50,300","43,000","74,000","52,000","32,100","45,000","43,600","44,000","26,000","55,300",0,0,0,0,"26,500",0,"60,000","11,000","32,500","50,300","27,500","39,100","30,000","20,800","18,200","10,200","52,000","26,500",
76,Shuswap East,2010,Average Employment Income,EDA,Thompson-Nicola,"37,920","52,500",0,"52,500","33,000",0,0,"38,000","38,000",0,"26,900","48,100","23,000","17,900","32,000","25,800",0,"46,000","56,000","70,000","44,600","9,100","44,000","60,000","40,000","40,400",0,0,"33,000","80,000","46,000",0,"70,000",0,"28,300","46,200","39,400","40,800","60,400","16,700","17,300","7,200","32,000","12,100",
77,Central Okanagan,2010,Average Employment Income,RD,Central Okanagan,"41,640","58,500","66,600","56,200","56,200","42,300",0,"40,800","17,000","65,600","33,300","48,800","29,600","22,900","22,300","29,600","40,400","50,200","58,100","54,300","48,900","33,300","49,700","60,500","50,000","43,200","19,600","48,400","40,700","76,600","44,900",0,0,"56,700","30,300","51,400","35,000","55,000","50,900","24,700","29,400","16,600","22,500","31,600",
78,Kelowna,2010,Average Employment Income,EDA,Central Okanagan,"41,480","59,200","52,500","60,800","63,600","47,600",0,"41,700","16,200","73,100","34,000","49,800","32,000","22,700","21,900","29,300","38,500","50,200","57,500","54,800","48,300","32,600","52,000","56,500","54,000","42,000","17,400","45,900","39,200","73,300","44,400",0,0,"57,500","30,300","47,700","35,400","55,600","50,600","25,200","31,700","16,900","21,700","32,400",
79,Peachland,2010,Average Employment Income,EDA,Central Okanagan,"41,320","57,200","40,000","64,000","46,400",0,"45,000","49,000","8,800","116,700","37,900","58,500","30,000","24,200","40,000","43,500",0,"45,100","52,000","60,000","40,000","38,000","39,400","60,000",0,"49,200",0,0,"32,000",0,"44,000",0,0,"70,000","33,700","112,000","42,700","60,200","26,000","27,200","30,000","15,300","40,000","32,900",
80,West Bank - West Kelowna,2010,Average Employment Income,EDA,Central Okanagan,"42,360","64,100","111,700","47,800","45,900","30,300",0,"43,300","29,400","49,800","33,400","55,500","21,700","24,600","25,400","28,500","48,900","51,100","62,000","50,000","52,500","36,900","40,800","74,000","46,000","46,900","30,000","55,300","46,800","88,600","48,300",0,0,"55,700","30,200","59,400","32,800","52,700","54,600","21,800","21,700","15,300","24,300","27,700",
81,North Okanagan,2010,Average Employment Income,RD,North Okanagan,"39,240","56,100","44,100","62,200","44,300","54,600",0,"23,500","16,300","43,800","30,400","45,000","29,800","19,900","24,400","23,300","31,300","47,000","73,300","44,400","43,900","26,800","47,400","63,600","29,200","46,200","12,200","46,000","42,900","82,900","39,400","86,700","36,000","52,300","29,300","47,800","34,100","47,800","46,700","21,900","29,800","14,900","22,500","25,500",
82,Enderby,2010,Average Employment Income,EDA,North Okanagan,"37,160","44,600","26,000","47,700","44,000","44,000","40,000","19,600","19,000","40,000","30,000","48,600","20,000","16,700","22,000","25,300","64,500","41,400","56,000","40,000","41,700","19,000","35,500","80,000","28,000","54,300","15,000","64,500","57,400","92,000","28,100","30,800","30,800","30,800","28,800","56,300","28,700","44,300","31,400","17,300","20,000","13,200","22,000","17,500",
83,Lumby,2010,Average Employment Income,EDA,North Okanagan,"32,800","44,700","41,600","49,000","40,000","40,000",0,"12,200","8,300","21,400","24,300","33,800","12,000","27,900","28,100","38,200","49,600","34,800",0,"18,400","31,700","23,000","53,000","70,000",0,"37,900","29,100",0,"92,900",0,"42,500",0,0,0,"27,400","39,100","24,400","33,300","29,100","21,100","12,000","10,400","28,100","29,600",
84,Spallumcheen,2010,Average Employment Income,EDA,North Okanagan,"36,600","53,900","50,700","55,700","71,400",0,0,"24,500","19,600","31,600","25,400","31,500","8,000","27,600","21,300","26,100","57,800","43,900","54,000","52,000","35,400","20,000","47,200","54,000",0,"39,300",0,0,"41,600","80,000","33,800",0,0,0,"27,300","54,900","29,000","39,300","41,900","19,200","8,000","10,800","23,000","25,300",
85,Vernon,2010,Average Employment Income,EDA,North Okanagan,"40,560","63,000","44,500","69,900","43,000","57,600",0,"29,100","15,000","55,900","30,700","47,800","32,500","19,500","22,600","24,400","32,000","48,700","76,600","54,800","45,100","26,400","49,000","62,200","30,000","41,700","12,800","42,100","43,200","83,200","44,600","82,900","40,000","57,000","30,300","47,800","36,200","52,200","47,600","22,400","32,600","15,700","21,400","26,400",
86,Columbia-Shuswap,2010,Average Employment Income,RD,Columbia-Shuswap,"36,080","50,900","51,300","50,600","44,100","47,800",0,"13,000","11,500","25,100","25,300","38,500","18,800","18,200","33,000","27,200","32,500","43,200","44,000","48,800","42,100","34,000","43,600","49,000","26,000","33,800",0,"68,900","36,400","72,300","47,000","60,000","76,000","30,100","28,700","34,900","23,700","46,600","48,000","22,200","18,900","15,100","32,700","25,100",
87,Columbia - Shuswap,2010,Average Employment Income,EDA,Columbia-Shuswap,"32,200","53,100","56,000","51,500","64,500",0,0,"16,200","16,200",0,"20,500","30,900","16,300","15,300","18,900","21,800",0,"35,700","50,000","48,000","30,400","30,000","28,800","32,000","34,000","33,600",0,"44,000","28,000","50,000","60,900",0,0,"32,000","24,100","56,000","20,100","40,100","50,300","18,200","16,800","10,900","18,800","22,200",
88,Golden,2010,Average Employment Income,EDA,Columbia-Shuswap,"43,600","55,200","39,000","65,200","64,400","87,200",0,"16,000","16,000",0,"28,600","66,900","18,000","21,800","48,400","60,400","26,900","51,000","54,000","44,000","47,300","36,000","59,000","49,000",0,"42,900",0,0,0,0,"59,200","60,100","60,000","61,400","51,900","60,400","26,300","55,400","32,100","26,700","18,000","16,800","44,700","24,900",
89,Revelstoke,2010,Average Employment Income,EDA,Columbia-Shuswap,"42,040","48,300","53,100","46,300",0,0,0,"16,000","16,000",0,"28,300","48,700","18,800","25,400","33,200","22,800","36,300","53,200","58,000","42,000","63,900","39,200","46,900","42,000",0,"41,000",0,0,0,"84,000","50,300",0,"90,000","63,600","31,600","36,300","25,300","27,400","23,600","24,200","18,800","23,800","37,000","18,700",
90,Salmon Arm,2010,Average Employment Income,EDA,Columbia-Shuswap,"32,640","52,600","56,700","49,700","41,900","36,400","44,000","11,700","9,500","44,000","24,900","37,800","17,100","16,200","22,300","34,800","22,100","41,900","34,000","56,000","37,900","31,400","43,900","57,000","20,000","34,800",0,"76,300","40,700","68,000","30,500",0,"70,000","25,000","30,000","39,300","22,500","49,000","67,000","18,600","16,700","13,100","19,400","24,900",
91,Sicamous,2010,Average Employment Income,EDA,Columbia-Shuswap,"35,700","36,000",0,"36,000","71,700","97,100",0,"16,000","16,000",0,"23,000","22,300","22,300","18,000","36,000","16,100","19,300","37,700",0,0,"59,200","18,000","28,000","44,000",0,"34,000",0,0,"19,000",0,"20,000",0,0,0,"23,700","20,100","31,300","40,000","32,000","26,500","22,800","9,000","36,000","56,900",
92,Cariboo,2010,Average Employment Income,RD,Cariboo,"40,320","56,700","50,800","59,100","69,300","3,500","9,000","6,600","5,600","28,000","23,700","37,300","18,200","18,500","21,500","25,700","27,000","44,500","50,800","55,800","43,400","35,300","46,200","55,200","26,900","41,300","20,000","32,000","38,700","96,900","36,900",0,"52,000","41,700","29,300","43,800","31,600","42,000","46,400","20,000","18,200","17,000","23,500","23,600",
93,Chilcotin,2010,Average Employment Income,EDA,Cariboo,"23,520","22,400","20,300","24,000",0,0,0,500,500,0,"10,800","18,500","12,100","3,900","12,200",0,0,"27,600","45,000","20,000","24,000","40,000","28,000",0,"24,800","29,300",0,0,0,0,"44,000",0,0,0,"16,500",0,"9,300",0,0,"18,600","11,500","12,000","12,200","23,500",
94,One Hundred Mile House,2010,Average Employment Income,EDA,Cariboo,"37,520","54,300","52,100","55,600","33,500","33,500",0,"11,100","7,300","26,000","21,900","31,500","11,600","24,400","35,000","29,000","27,000","41,500","28,000","63,000","42,000","24,000","43,200","48,000","29,000","41,600",0,"32,000","32,000","110,000","41,400",0,0,"13,000","30,700","70,000","29,100","35,800","35,600","21,700","11,600","20,200","35,000","22,500",
95,Quesnel,2010,Average Employment Income,EDA,Cariboo,"41,400","60,600","53,300","62,500","58,300",0,0,"5,500","5,500",0,"26,800","35,600","23,600","16,600","48,500","26,600","40,000","44,100","51,000","50,000","40,800","35,200","46,800","60,000","26,000","38,700",0,"56,000","62,100","70,000","36,200",0,"80,000","40,000","28,200","41,000","34,200","31,400","55,600","18,700","24,200","11,900","31,700","20,500",
96,Williams Lake,2010,Average Employment Income,EDA,Cariboo,"41,640","53,600","51,000","55,100","71,400",0,"10,000","6,900","6,900",0,"24,800","36,100","18,000","20,000","15,800","23,400","52,400","47,000","61,000","58,000","48,100","37,400","47,500","56,000","27,000","42,900",0,0,"69,900","108,000","35,600",0,0,"33,300","29,100","49,500","32,200","49,500","42,500","21,300","18,000","18,300","17,700","28,300",
97,Mount Waddington,2010,Average Employment Income,RD,Mount Waddington,"42,680","60,400","58,000","67,600","53,600",0,"34,800","46,900","46,900",0,"31,200","30,300","48,900","24,200","23,000","31,300",0,"45,400","55,000","56,000","44,100","38,000","48,800","42,000","34,400","46,200",0,0,0,"48,000","41,600","53,700",0,"30,000","25,500","73,600","29,900","31,200","41,600","30,000","51,300","16,700","20,300","32,600",
98,Alert Bay - Port McNeill,2010,Average Employment Income,EDA,Mount Waddington,"44,200","65,200","63,800","74,500","22,700","22,700","29,300","52,000","52,000",0,"38,200","55,200","14,000","21,600","32,000","45,600",0,"50,500","48,000","64,000","61,700","32,000","50,500","38,000","34,000","38,900",0,0,0,0,"41,500","53,300","64,000","64,000","25,300","71,600","27,600","26,700","48,600","27,000","14,000","24,000","32,000","29,200",
99,Port Alice,2010,Average Employment Income,EDA,Mount Waddington,"54,200","62,100","38,000","75,000",0,0,0,0,0,0,"54,200",0,"84,800","35,300",0,0,0,"48,400","60,200",0,"39,400",0,"44,000","60,200","60,200",0,0,0,0,0,0,0,0,0,"28,000",0,"36,600",0,0,"84,800","84,800","84,800",0,0,
100,Port Hardy,2010,Average Employment Income,EDA,Mount Waddington,"39,440","56,000","57,700","46,000","60,000",0,"36,200","54,700","54,700",0,"22,800","29,700","17,000","17,900","21,000","10,000",0,"44,600","54,000","48,000","41,100","44,000","47,000","60,000","35,000","59,500",0,0,0,"52,000","51,600","51,300","45,000","25,700","27,700","44,000","33,600","24,700","46,500","22,500","17,000","14,500","21,000","33,400",
101,Central Coast RD,2010,Average Employment Income,RD,Central Coast RD,"33,000","63,400","63,400",0,0,0,"25,400","56,000","56,000",0,"24,300","27,400","25,800","24,000","6,000","22,000",0,"36,100","52,000","50,000","40,200","24,000","35,100",0,"28,400","18,400","24,400",0,0,"90,000","36,000",0,0,"40,000","24,100",0,"27,100","18,000","27,400","21,000","26,000","18,000","7,200","28,000",
102,Bella Coola,2010,Average Employment Income,EDA,Central Coast,"35,100",0,0,0,0,0,"22,000","56,000","56,000",0,"24,100","44,200","24,000","26,900","3,600","22,000",0,"41,600","52,000","50,000","55,400",0,"36,000",0,"29,000","19,300",0,0,0,0,"40,000",0,0,0,"24,300",0,"23,000","1,800","24,000","22,300","24,000","29,300","3,600","34,100",
103,Central Coast,2010,Average Employment Income,EDA,Central Coast RD,"29,000",0,0,0,0,0,"10,800",0,0,0,"20,100","25,000",0,"19,300",0,"16,000",0,"30,100",0,0,"30,000","20,000","35,000",0,"28,400","8,000",0,0,0,"60,000","16,000","16,000","16,000","16,000","22,600",0,0,0,"40,000","15,200",0,"16,800",0,"11,300",
104,Skeena-Queen Charlotte,2010,Average Employment Income,RD,Skeena-Queen Charlotte,"41,320","38,700","39,900","24,000",0,0,"27,400","60,000","60,000",0,"27,800","36,700","20,300","22,600","28,000","18,200","22,000","52,300","60,200","57,000","51,200","49,100","50,400","64,000","35,600","30,800",0,0,"100,000","93,300","19,200","59,400",0,"42,600","31,200","45,000","34,300","50,300","61,900","25,900","20,300","19,100","28,500","32,700",
105,Haida Gwaii,2010,Average Employment Income,EDA,Skeena-Queen Charlotte,"39,040","34,600","34,600",0,0,0,"40,000",0,0,0,"27,400","60,000","17,500","35,500","60,200","50,200",0,"53,900","56,000","56,000","55,600",0,"51,000","60,000","46,000","26,400",0,0,0,"120,000","40,000",0,0,0,"37,000",0,"11,000","56,000","55,800","28,800","17,500","33,000","60,200","25,300",
106,Haida Nation,2010,Average Employment Income,EDA,Skeena-Queen Charlotte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
