Table 6: Average Employment Incomes by Area and Economic Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: BC Stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Sector Aggregations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Total,Forestry,,,Mining,Oil and Gas,"Fishing, Hunting and Trapping",Agriculture and Food,,,Tourism,,,,,,,Public Sector,,,,,,,,Construction,Film and TV,High Tech Manufacturing,Other Manufacturing,Utilities,Truck Transport,Water Transport,Rail Transport,Other Transport,Retail Trade,Wholesale Trade,Business Services,FIRE,Information and Communications Technology,Other Services,,,,,
Key,Region Name,Ref_Year,Statistic,Geo_Type,Parent_RD,Total,Forestry Total,Forestry: Logging,Forestry: Wood Manufacturing,Mining Total,Oil and Gas Total,Fishing Total,Agriculture Total,"Agriculture: Farming, Greenhouses and Aquaculture",Agriculture: Food Processing,Tourism Total,Tourism: Transportation,Tourism: Accommodation,Tourism: Food and beverage,Tourism: Recreation and entertainment,Tourism: Retail,Tourism: Other,Public Sector Total,Public Sector: Federal Government,Public Sector: Provincial Government,Public Sector: Health,Public Sector: Social Services,Public Sector: Education,Public Sector: Local Government,Public Sector: Indigenous Government,Construction Total,Film and TV Total,High Tech Manufacturing Total,Other Manufacturing Total,Utilities Total,Truck Transport Total,Water Transport Total,Rail Transport Total,Other Transport Total,Retail Trade Total,Wholesale Trade Total,Business Services Total,FIRE Total,ICT Total,Other Services Total,Other Services: Accommodation,Other Services: Food Services,Other Services: Recreation and Entertainment,Other Services: Other,
107,Prince Rupert,2010,Average Employment Income,EDA,Skeena-Queen Charlotte,"42,560","50,000","50,000",0,0,0,"29,100",0,0,0,"32,600","46,400","21,600","23,300","27,700","18,400","28,000","53,900","62,400","58,000","49,800","49,400","51,100","67,000","33,000","42,900",0,0,"100,000","45,000","15,800","59,600",0,"48,500","28,200","45,000","35,600","50,400","70,000","26,500","21,600","16,000","33,800","30,700",
108,Kitimat-Stikine,2010,Average Employment Income,RD,Kitimat-Stikine,"43,960","50,800","51,200","49,700","85,600","12,800","23,600","31,700","24,400","60,500","25,200","33,100","18,400","19,400","22,100","23,600","36,700","45,800","54,000","53,600","45,000","36,000","48,500","56,000","33,800","43,900",0,"79,800","53,400","60,100","49,700","32,000","74,000","33,800","27,600","36,600","34,800","39,100","50,400","21,100","18,200","15,600","22,500","28,100",
109,Cassiar Corridor,2010,Average Employment Income,EDA,Kitimat-Stikine,"47,400","60,000","60,000",0,"34,500",0,0,0,0,0,"22,000","29,800","16,900","37,800",0,0,"30,000","39,400",0,0,"32,000","20,000","52,000",0,"32,000","96,900",0,0,0,0,"58,500",0,0,0,"44,000",0,"26,000",0,"18,000","18,700","16,900","16,900",0,"29,800",
110,Hazelton,2010,Average Employment Income,EDA,Kitimat-Stikine,"32,280","36,400","34,800","40,000","45,300",0,0,0,0,0,"23,200","28,500","19,000","19,500","12,000",0,0,"35,200","28,000","52,000","34,600","28,400","44,100","18,000","27,400","33,200",0,0,0,"20,000","25,400","27,700","27,700","27,900","25,700",0,"30,000",0,"40,000","24,500","19,000","11,900","12,000","40,300",
111,Kitimat,2010,Average Employment Income,EDA,Kitimat-Stikine,"53,300","48,400","15,000","64,000","96,500",0,"15,700","26,000","26,000",0,"23,200","34,700","16,000","24,400","24,500","12,000",0,"47,100","72,000","52,000","36,000","44,000","53,400","69,000","24,000","43,600",0,0,"50,000",0,"45,000","36,000","91,000","28,000","26,200","45,000","34,000","41,700","40,000","20,900","16,000","15,700","25,200","24,600",
112,Nisga'a,2010,Average Employment Income,EDA,Kitimat-Stikine,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
113,Terrace,2010,Average Employment Income,EDA,Kitimat-Stikine,"42,680","57,900","60,600","30,000","75,400","46,100","79,100","50,000","32,000","79,100","27,600","41,200","19,200","20,600","21,900","21,300","37,800","49,900","55,600","55,200","48,700","38,700","48,600","57,600","60,000","41,600",0,"38,000","37,100","75,000","50,200",0,"76,000","41,100","27,500","36,300","34,000","40,700","47,600","20,900","19,200","16,100","23,300","27,600",
114,Bulkley-Nechako,2010,Average Employment Income,RD,Bulkley-Nechako,"43,440","57,800","58,400","57,400","64,400","8,100","36,000","14,100","13,800","16,900","26,100","47,200","16,100","16,600","31,700","27,100","13,500","42,300","48,400","57,000","42,700","31,000","40,000","43,200","31,500","59,700","6,000","40,000","41,000","90,900","62,500","58,000","78,000","46,500","26,800","51,300","31,100","44,000","44,000","20,300","16,400","15,300","27,700","25,900",
115,Burns Lake,2010,Average Employment Income,EDA,Bulkley-Nechako,"40,920","54,200","53,900","54,300","67,700",0,0,"11,000","11,000",0,"41,700","54,800","14,000","17,300",0,"24,200",0,"40,700","27,000","56,000","41,100","20,000","42,000","58,000","32,500","22,700",0,0,0,"100,000","104,000","72,000",0,0,"31,100","45,000","20,100","50,200","24,200","20,900","14,000","14,400",0,"28,400",
116,Fort St. James - Stuart,2010,Average Employment Income,EDA,Bulkley-Nechako,"39,520","47,900","52,100","45,900","28,800",0,0,"22,000","22,000",0,"30,200","28,600",0,"23,200","52,300","46,200",0,"39,100","68,000","56,000","36,600","35,000","40,800","50,000","27,600","43,400",0,0,0,0,"30,000",0,0,"45,000","24,700",0,"18,500","25,000","50,000","33,000",0,"24,000","52,300","30,000",
117,Houston,2010,Average Employment Income,EDA,Bulkley-Nechako,"53,550","66,400","70,200","65,400","57,400",0,0,"12,000","12,000",0,"34,400","39,500","32,000","30,300","48,000","17,000","12,000","39,500","50,000","58,000","50,000","14,000","33,200","26,000","60,000","146,600",0,0,0,"60,000","36,000","56,200",0,0,"22,100","76,000","32,700","28,100","30,000","29,600","32,000","23,700","48,000","14,000",
118,Nechako Valley,2010,Average Employment Income,EDA,Bulkley-Nechako,"45,960","59,100","64,200","55,600","70,300",0,0,"21,200","21,200",0,"23,100","40,200","10,400","20,100","22,000","24,100","52,000","43,100","56,000","62,000","35,500","28,000","50,300","42,000","17,500","72,500",0,0,"56,000","108,000","56,600",0,0,0,"30,100","54,600","19,800","27,300","48,600","20,300","10,400","15,700","22,000","28,500",
119,Telkwa - Smithers,2010,Average Employment Income,EDA,Bulkley-Nechako,"40,120","57,700","51,700","61,600","68,700",0,"32,000","9,400","7,500","16,700","28,400","53,700","18,000","13,200","25,100","32,000","71,500","44,800","54,000","54,800","52,400","35,000","33,100","42,000","60,000","41,300","6,000",0,0,0,"60,500",0,"79,000","52,100","27,700","55,200","41,300","50,200","38,200","18,700","18,000","11,600","21,200","29,500",
120,Fraser-Fort George,2010,Average Employment Income,RD,Fraser-Fort George,"45,080","63,600","58,800","65,800","48,400","53,900","40,000","7,800",900,"54,400","31,300","47,300","25,500","19,800","28,200","29,700","29,600","51,600","61,000","59,400","49,700","34,900","50,900","56,400","37,500","49,900","15,600","60,000","51,200","81,300","45,300",0,"61,100","46,600","29,600","56,000","39,300","44,400","51,100","24,600","25,300","16,800","25,300","33,000",
121,Mackenzie,2010,Average Employment Income,EDA,Fraser-Fort George,"42,560","51,900","46,000","53,000","62,700",0,0,0,0,0,"29,100","29,400","45,000","27,600",0,"49,200","49,200","51,400","46,000","54,000","76,000","28,000","47,000","48,000","34,000","67,800",0,0,0,0,"35,200","32,000","32,000","32,000","26,700","49,200","32,700","26,000","36,000","18,200","45,000","13,000",0,"25,100",
122,McBride-Valemount,2010,Average Employment Income,EDA,Fraser-Fort George,"28,720","46,400","52,000","44,800","76,000",0,0,0,0,0,"24,400","33,100","16,800","22,100","36,500","14,600","21,600","37,800","30,000","42,000","35,200","38,000","39,500","50,000",0,"43,500",0,0,0,"42,000","56,000",0,"46,000","35,600","18,900","44,300","19,100","40,000",0,"22,800","16,800","18,800","36,500","9,700",
123,Prince George,2010,Average Employment Income,EDA,Fraser-Fort George,"45,920","66,400","58,100","70,300","42,200","55,000","45,000","36,600","9,500","55,900","32,800","48,900","27,200","18,900","27,200","29,600","37,000","52,500","62,700","59,400","49,700","33,000","52,800","59,700","44,000","51,000","17,000","53,900","53,600","92,500","46,200",0,"63,600","48,200","29,900","54,900","39,400","44,000","51,700","24,600","27,300","16,600","24,400","33,500",
124,Prince George rural (northwest),2010,Average Employment Income,EDA,Fraser-Fort George,"48,880","74,200","76,000","73,000",0,0,0,"8,600","8,600",0,"33,800","32,400",0,"36,700",0,"37,500","36,000","50,500","60,000","66,000","55,500","42,000","41,900","37,000",0,"46,200",0,0,"306,800","90,000","55,800","379,000","379,000","102,800","40,800","71,200","41,100","44,900","54,000","29,800",0,"15,800","7,200","48,500",
125,Prince George rural (southeast),2010,Average Employment Income,EDA,Fraser-Fort George,"43,160","56,000","48,700","59,700","34,000","34,000",0,"11,600","11,600",0,"36,500","47,400","36,000","27,000","24,100","16,400",0,"52,700","75,000","72,000","48,200","44,000","41,900","48,000",0,"51,800","35,900",0,"80,000",0,"48,000","48,000","48,000","33,000","35,400","80,400","32,700","31,400","56,200","22,500","36,000","19,700","24,000","25,800",
126,Peace River,2010,Average Employment Income,RD,Peace River,"52,050","58,100","55,800","59,300","43,500","59,100",0,"20,300","18,700","52,000","37,300","55,000","33,000","23,800","24,100","35,000","56,100","50,100","57,200","58,400","48,900","36,500","50,400","57,000","38,400","58,100","9,500",0,"73,600","115,400","60,000",0,"72,000","64,900","33,500","62,600","52,100","43,800","60,500","27,100","33,100","24,100","26,200","28,900",
127,Dawson Creek,2010,Average Employment Income,EDA,Peace River,"46,560","63,200",0,"63,200","42,400","67,000","64,000","17,700","14,400","64,000","34,200","51,400","33,000","27,200","19,800","28,700",0,"50,600","59,000","57,200","47,700","32,400","52,200","71,500",0,"53,400",0,0,"34,000","85,000","68,400",0,0,"100,400","32,900","49,100","42,800","56,600","49,700","26,900","33,000","27,200","20,300","27,300",
128,North Peace,2010,Average Employment Income,EDA,Peace River,"54,200","58,600","54,000","62,300","5,000","77,600","245,700","28,000","20,900","245,700","40,100","58,200","30,000","24,600","25,300","35,700","67,400","52,500","62,000","59,200","51,500","54,000","50,600","55,200","42,800","61,500","9,500",0,"71,200","117,700","56,900",0,"72,000","60,500","35,000","72,500","51,300","43,000","61,600","25,900","30,000","22,900","27,100","27,900",
129,South Peace,2010,Average Employment Income,EDA,Peace River,"54,850","56,700","61,000","55,300","67,900","54,800",0,"24,000","24,000",0,"35,500","37,100","44,000","27,600","30,000","12,000",0,"39,900","28,000",0,"43,000","29,200","45,200","40,000","37,000","49,800",0,0,"84,000","146,900","61,500",0,"85,000","22,000","26,900","32,000","64,200","20,600","67,500","28,700","44,000","23,000","30,000","27,200",
130,Stikine Region,2010,Average Employment Income,RD,Stikine Region,"35,200",0,0,0,"69,300",0,"30,000",0,0,0,"20,000","29,300","20,000",0,0,"29,300","18,000","33,800","44,000",0,0,0,"38,600",0,"29,000","30,000",0,0,0,0,"50,000",0,0,0,"29,300",0,"15,200",0,0,"14,800","20,000",0,0,"11,900",
131,Stikine,2010,Average Employment Income,EDA,Stikine Region,"35,200",0,0,0,"71,600",0,"30,000",0,0,0,"18,600",0,"20,000","12,000",0,0,"18,000","30,800","44,000",0,"12,000",0,"38,600",0,"28,000","36,000",0,0,0,0,"50,000",0,0,0,0,0,"14,700",0,0,"13,800","20,000","10,700",0,"12,000",
132,Northern Rockies RD,2010,Average Employment Income,RD,Northern Rockies RD,"54,550","45,000",0,"45,000",0,"91,500","80,200",0,0,0,"35,600","50,700","23,200","28,000","63,000","154,500",0,"55,900","90,000","73,000","52,000","24,500","44,000","88,000","34,000","49,000","8,500",0,0,"119,700","43,400",0,0,"79,000","51,700","72,000","39,800","93,400","72,600","27,000","21,500","24,700","68,000","12,100",
133,Northern Rockies,2010,Average Employment Income,EDA,Northern Rockies RD,"54,550","45,000",0,"45,000",0,"91,500",0,0,0,0,"38,700","53,200","23,200","34,400","63,500","154,500",0,"55,900","90,000","73,000","52,000","24,600","44,000","88,000","34,000","49,100","8,500",0,0,"119,700","43,400",0,0,"81,000","51,700","72,000","39,800","93,300","72,600","27,100","21,500","24,700","68,000","13,000",
134,British Columbia,2015,Average Employment Income,PROV,NA,"50,080","68,500","64,200","70,900","89,000","74,000","36,800","33,800","26,800","43,500","36,000","57,900","34,600","23,600","32,300","35,000","39,500","54,800","70,500","67,000","53,700","36,000","49,700","70,100","40,700","50,900","50,200","71,500","55,500","95,900","48,900","84,100","82,500","59,000","34,900","62,300","44,900","69,500","67,800","28,000","34,500","20,500","31,500","34,500",
135,East Kootenay,2015,Average Employment Income,RD,East Kootenay,"52,500","76,800","69,100","82,200","106,200","79,800","28,000","21,200","17,200","30,500","32,700","53,600","32,500","23,000","27,100","31,500","34,000","50,100","64,000","68,400","50,400","35,800","44,800","58,000","43,000","52,500","9,000","71,500","53,900","73,600","52,900",0,"75,400","54,300","32,700","74,800","41,500","54,800","58,400","27,200","32,900","20,600","29,500","29,900",
136,Cranbrook,2015,Average Employment Income,EDA,East Kootenay,"49,400","76,900","63,900","85,900","94,000","83,600",0,"20,900","20,900",0,"29,900","49,500","29,200","24,000","18,400","27,100",0,"54,000","76,000","71,500","53,600","38,900","48,000","61,200","42,000","54,300","2,000","48,100","57,200","81,500","47,300",0,"75,600","60,000","34,200","61,000","42,000","62,700","60,500","24,600","28,900","18,400","23,800","31,000",
137,Fernie,2015,Average Employment Income,EDA,East Kootenay,"63,950","60,100","60,200","60,000","109,500","90,500",0,"14,700","10,000","24,000","29,900","52,100","30,900","23,400","22,900","32,500","32,000","46,400","38,000","62,000","52,100","26,600","39,500","54,000","45,000","53,700","14,000","85,000","82,300","80,000","69,600",0,0,"43,900","31,600","102,800","45,500","40,200","61,600","25,800","32,000","22,000","25,700","25,200",
138,Invermere,2015,Average Employment Income,EDA,East Kootenay,"45,880","89,300","86,000","92,300","122,700","58,400",0,"28,500","17,900","36,200","34,400","40,900","35,100","24,600","38,500","33,100","46,800","48,300","78,000","72,000","50,700","32,000","36,700","62,000","36,000","45,900",0,"37,700","47,700","37,700","46,200",0,"55,000","55,000","29,800","83,500","39,800","56,200","60,000","32,500","35,300","23,600","39,000","31,000",
139,Kimberley,2015,Average Employment Income,EDA,East Kootenay,"47,040","74,400","61,700","80,000","92,400","78,500",0,"15,900","10,700","46,200","33,300","61,600","30,400","24,300","29,100","35,500","32,000","46,500","48,000","62,000","41,800","36,700","48,700","58,000","59,100","53,200",0,0,"46,200","90,000","55,200",0,"72,000","64,400","30,000","74,300","36,100","44,300","40,800","27,600","30,400","21,400","29,700","32,400",
140,Central Kootenay,2015,Average Employment Income,RD,Central Kootenay,"41,520","58,900","47,700","66,500","79,000","72,700",0,"22,300","15,900","37,400","26,800","42,400","24,700","22,600","22,600","21,700","27,200","45,800","70,000","59,600","40,900","28,700","46,800","58,000","28,000","50,100","25,400","43,500","40,300","95,600","52,600","60,300","80,000","37,100","29,000","50,600","29,800","49,300","51,500","23,700","24,500","20,400","21,700","28,000",
141,Castlegar-Arrow Lakes,2015,Average Employment Income,EDA,Central Kootenay,"48,080","71,700","48,700","78,400","91,900",0,0,"18,400","19,500","15,700","28,000","42,100","23,000","21,100","31,100","26,500","25,000","48,300","80,000","66,000","39,200","26,800","53,800","64,000",0,"53,600","16,000",0,"40,800","100,700","56,300","50,000","80,000","53,900","31,400","59,100","35,500","46,200","65,000","24,500","23,000","18,700","29,200","31,500",
142,Creston,2015,Average Employment Income,EDA,Central Kootenay,"36,800","51,300","54,400","48,900","66,800","80,400",0,"28,200","17,700","52,800","24,200","38,600","17,500","29,100","22,100","20,200","43,200","40,700","66,000","72,000","36,700","27,900","38,600","56,000","24,000","39,800",0,0,"67,200",0,"46,600",0,"45,300","50,100","26,700","63,500","29,400","39,100","44,400","21,800","17,500","22,100","21,600","22,700",
143,Nelson,2015,Average Employment Income,EDA,Central Kootenay,"40,640","48,800","33,300","69,800","67,400","49,600",0,"17,000","12,000","22,000","27,800","40,300","27,100","26,100","19,600","21,700","31,700","49,000","65,000","61,600","45,000","29,100","49,200","62,000",0,"40,000","38,000","28,000","45,300","112,000","51,900","68,000","72,000","33,800","29,100","44,200","30,700","54,500","51,400","26,200","27,200","22,200","20,600","31,900",
144,Slocan Valley,2015,Average Employment Income,EDA,Central Kootenay,"37,840","47,900","54,200","40,400","71,800","88,500",0,"8,800","8,700","9,000","25,100","36,900","25,800","20,300","20,300","21,200","22,500","38,300","84,000","38,000","37,300","25,100","37,400","37,000",0,"73,200","13,800","22,000","37,700","59,200","43,500","60,000","68,900","18,000","29,100","31,600","27,100","49,800","33,400","19,700","25,100","17,000","19,900","17,800",
145,Kootenay Boundary,2015,Average Employment Income,RD,Kootenay Boundary,"47,880","66,700","52,800","75,300","96,300","45,100",0,"21,800","21,300","32,000","31,500","34,800","34,400","26,600","23,400","30,000","32,300","48,500","64,200","54,000","46,100","28,500","47,200","63,200",0,"50,300","42,700","70,200","60,400","85,000","47,600",0,0,"39,300","30,200","55,400","33,100","56,200","51,400","22,800","31,700","15,900","24,600","26,100",
146,Grand Forks-Greenwood,2015,Average Employment Income,EDA,Kootenay Boundary,"39,160","62,300","58,500","65,400","60,300","79,300",0,"25,500","23,400","79,100","27,400","29,600","28,000","26,000","23,500","33,700","28,000","48,700","66,000","60,000","42,400","29,000","48,700","66,000",0,"41,300",0,0,"61,100","72,000","39,500",0,0,"66,700","24,900","41,800","28,500","49,500","45,000","18,700","25,400","13,400","24,200","18,600",
147,Rossland,2015,Average Employment Income,EDA,Kootenay Boundary,"54,000","62,600","34,000","85,000","104,500",0,0,"3,200","3,200",0,"36,600","46,400","42,000","23,000","35,300","29,700",0,"54,500","64,100","44,000","59,100","36,000","47,200","56,000",0,"54,800",0,0,"78,100","80,700","60,000",0,0,0,"27,200","72,000","26,200","48,800","52,600","33,200","42,000","22,200","33,500","41,000",
148,Trail,2015,Average Employment Income,EDA,Kootenay Boundary,"51,850","83,700","10,400","89,400","95,000","40,600",0,"4,800","4,800",0,"34,000","46,400","31,000","27,700","40,000","27,100","43,700","45,900","63,000","56,000","40,900","27,000","46,800","64,500",0,"57,400",0,"78,500","56,200","89,000","55,500",0,0,"28,000","33,500","58,500","39,000","62,700","52,700","21,200","31,000","15,000","14,200","27,900",
149,Okanagan-Similkameen,2015,Average Employment Income,RD,Okanagan-Similkameen,"42,040","58,400","44,600","64,400","89,300","68,800","45,000","25,600","21,500","38,700","30,000","50,000","26,200","21,700","22,300","29,800","30,700","52,300","65,200","71,000","49,700","34,800","49,700","65,800","39,000","50,100","29,400","25,700","51,700","90,700","46,200","73,800","113,000","52,100","31,700","48,000","32,800","50,000","51,700","23,800","25,800","18,700","23,800","29,800",
150,Keremeos,2015,Average Employment Income,EDA,Okanagan-Similkameen,"34,600","49,300","48,800","50,000","92,000",0,"72,400","22,500","17,900","72,400","29,800","28,600","35,400","32,700","20,000","1,900","48,000","42,300","12,000","76,200","41,500","38,000","43,200","72,000","36,000","51,400",0,0,"55,000",0,"53,700",0,0,0,"19,500","32,000","27,600","33,100","31,000","18,300","32,800","10,800","20,000","17,900",
151,Oliver-Osoyoos,2015,Average Employment Income,EDA,Okanagan-Similkameen,"35,160","38,500","34,000","41,100","75,900","180,000",0,"24,300","21,600","34,700","26,800","39,900","24,800","22,500","24,300","33,300","47,300","45,700","60,000","68,000","40,400","20,000","50,100","55,000","40,000","42,100","20,500","83,700","62,100","68,000","48,900",0,0,"39,000","30,600","50,200","33,800","43,200","33,000","22,800","24,700","19,000","22,200","26,600",
152,Penticton,2015,Average Employment Income,EDA,Okanagan-Similkameen,"43,520","51,700","36,600","59,400","77,100","74,000","45,000","29,500","23,300","41,100","31,100","53,700","26,400","22,300","23,400","30,000","28,400","54,500","69,000","71,000","52,200","36,000","50,500","67,600","40,000","52,500","27,400","31,500","50,300","81,300","45,500",0,0,"52,600","32,400","49,700","33,600","52,000","55,300","24,600","26,100","19,000","24,000","31,800",
153,Princeton,2015,Average Employment Income,EDA,Okanagan-Similkameen,"51,350","77,100","69,200","78,700","103,200",0,0,"23,900","23,900",0,"28,100","33,600","29,000","22,000","30,000","39,300",0,"40,900","32,000",0,"38,100","28,100","42,000","64,000",0,"53,000",0,0,"162,900",0,"56,900",0,0,"70,700","36,700","36,300","28,300","49,200","48,300","24,100","29,000","18,500","30,000","26,400",
154,Fraser Valley,2015,Average Employment Income,RD,Fraser Valley,"44,560","48,700","50,000","48,300","65,200","57,800","33,100","35,000","32,200","42,500","33,400","58,300","28,500","22,300","26,400","38,200","37,100","52,500","73,300","62,300","48,400","36,900","46,900","71,500","39,200","51,300","35,500","66,500","54,400","94,000","47,200","95,900","75,700","56,400","34,100","58,300","38,600","54,300","50,400","24,000","28,100","18,400","26,100","29,600",
155,Chilliwack,2015,Average Employment Income,EDA,Fraser Valley,"45,600","50,900","56,000","49,200","58,100","51,500","48,000","38,100","34,400","49,100","35,200","66,000","33,300","20,700","27,700","35,100","43,900","53,200","76,000","62,600","46,100","35,900","48,200","72,800","42,000","54,500","32,600","85,500","52,800","107,000","54,100","93,600","89,300","69,800","35,300","57,900","38,300","56,400","49,400","23,300","33,000","16,500","29,200","27,900",
156,Hope-Fraser Canyon,2015,Average Employment Income,EDA,Fraser Valley,"39,600","43,300","37,500","56,000","72,300","88,500","31,700","40,000","30,000","52,000","32,500","52,600","31,100","24,400","26,700","33,400","25,100","49,200","64,000","50,000","42,300","63,600","46,000","56,000","44,000","40,100",0,"52,200","42,200","100,000","47,600",0,"85,000","87,700","28,800","76,300","28,300","47,500","36,100","24,800","30,500","20,700","25,300","31,100",
157,Kent-Harrison,2015,Average Employment Income,EDA,Fraser Valley,"41,080","52,300","50,000","60,000","60,000","100,000",0,"38,000","35,500","46,000","32,200","58,500","30,200","21,000","34,400","38,100","45,700","48,100","72,000","74,200","41,400","32,600","43,800","59,000","32,500","51,800","28,000","39,500","44,700","70,000","52,900",0,"93,800","41,500","29,400","67,200","39,100","64,600","51,600","25,200","30,200","17,000","37,000","25,500",
158,Matsqui-Abbottsford,2015,Average Employment Income,EDA,Fraser Valley,"43,920","47,300","51,900","46,800","68,900","55,600",0,"33,700","31,700","38,900","34,700","52,800","23,800","24,200","26,800","35,900","36,800","53,300","71,700","64,400","52,600","34,600","46,300","72,000","40,000","48,900","33,900","66,400","54,800","94,200","45,400","94,200","67,500","51,700","33,300","58,900","38,200","52,600","50,800","24,600","20,800","19,600","24,400","30,600",
159,Mission,2015,Average Employment Income,EDA,Fraser Valley,"46,120","49,000","46,300","49,700","72,500","62,000",0,"34,100","27,700","51,700","32,100","55,000","22,800","25,400","26,000","32,300","25,500","50,500","70,900","58,000","42,700","44,400","46,900","74,000","40,000","53,000","40,000","62,800","59,900","80,500","45,400","92,200","76,000","61,600","35,600","56,800","41,600","55,700","53,000","23,400","23,500","17,400","24,100","30,100",
160,Metro Vancouver,2015,Average Employment Income,RD,Metro Vancouver,"52,350","70,100","89,500","67,000","91,800","67,500","39,000","39,600","29,300","45,500","38,300","59,200","42,100","24,500","35,200","37,500","42,000","56,400","70,400","67,700","57,500","37,800","50,000","73,000","55,200","50,700","53,200","73,500","56,900","95,500","45,800","92,800","80,200","59,700","36,400","63,500","49,300","73,800","71,600","29,500","41,800","21,100","33,600","36,700",
161,Burnaby - New Westminster,2015,Average Employment Income,EDA,Metro Vancouver,"48,400","64,600","56,900","65,700","79,700","62,700","41,500","42,000","33,900","43,800","34,400","50,100","39,700","23,800","34,400","34,600","36,000","53,400","66,000","66,000","53,600","39,100","48,200","66,200","40,000","47,800","49,900","65,000","49,800","92,000","43,200","93,200","80,700","57,600","33,000","54,900","41,700","60,400","67,300","28,900","39,900","20,400","32,400","36,300",
162,Coquitlam,2015,Average Employment Income,EDA,Metro Vancouver,"52,850","65,700","61,900","66,600","88,400","74,300","44,100","46,500","35,500","49,000","38,200","57,600","42,900","24,200","36,300","37,400","43,500","55,800","70,500","62,900","53,900","38,600","50,200","72,500","70,000","53,700","48,500","80,100","58,700","89,700","48,000","98,500","80,700","61,500","36,700","66,300","46,700","65,400","74,500","28,900","42,100","19,600","33,900","36,400",
163,Delta - Tsawwassen,2015,Average Employment Income,EDA,Metro Vancouver,"54,700","76,900","67,200","78,600","76,700","50,900","55,900","44,400","31,500","59,200","42,500","62,500","40,600","24,900","36,000","46,500","35,200","56,500","66,100","71,600","55,200","40,500","49,800","79,800","60,000","52,900","57,000","85,000","83,000","96,300","49,200","92,400","74,700","61,800","36,700","66,900","47,200","73,200","76,800","30,000","40,100","21,000","31,600","37,800",
164,Greater Vancouver,2015,Average Employment Income,EDA,Metro Vancouver,"55,050","76,400","62,700","82,000","106,500","66,500","36,000","40,700","31,600","42,800","39,200","60,700","43,700","25,300","36,700","43,200","43,900","60,100","72,300","75,400","65,300","37,700","53,400","72,600","50,000","49,900","56,000","76,100","52,200","93,700","43,500","88,800","80,200","59,200","38,600","68,000","57,200","79,300","70,600","31,800","43,400","22,900","34,900","40,700",
165,Langley,2015,Average Employment Income,EDA,Metro Vancouver,"52,050","61,600","60,900","61,700","64,800","61,400","58,800","37,700","29,300","55,500","44,100","69,400","41,000","25,400","37,700","40,500","31,400","56,700","81,300","63,000","52,800","41,000","49,100","76,900","45,000","57,900","46,800","74,800","63,800","103,000","54,400","93,900","82,500","78,700","40,200","69,100","44,600","61,500","62,600","27,200","39,900","19,400","31,900","34,100",
166,North Shore,2015,Average Employment Income,EDA,Metro Vancouver,"72,300","190,600","270,000","152,300","157,700","101,900","93,400","53,500","47,400","55,600","45,000","77,900","52,900","25,600","36,900","53,700","44,100","64,800","85,600","80,200","69,400","38,000","54,900","83,000","60,000","59,000","57,600","94,200","81,700","109,500","45,000","102,700","101,600","89,300","42,700","91,700","77,900","132,900","96,300","35,200","51,600","21,900","42,800","43,000",
167,Pitt Meadows-Maple Ridge,2015,Average Employment Income,EDA,Metro Vancouver,"52,700","61,000","56,300","62,000","78,600","87,600","46,300","39,200","33,500","45,200","40,100","60,700","33,300","25,700","25,000","38,800","50,600","56,300","71,000","62,800","52,900","32,200","49,000","81,800","36,000","57,800","46,000","72,800","61,700","101,300","54,200","95,900","84,000","65,900","36,900","68,000","46,100","67,000","72,300","26,000","31,900","18,800","23,800","34,200",
168,Richmond,2015,Average Employment Income,EDA,Metro Vancouver,"46,000","61,100","62,500","61,000","66,800","50,400","32,100","38,900","34,700","40,600","36,400","52,200","41,500","24,200","32,200","33,600","36,100","51,700","66,600","60,400","53,800","36,000","45,100","68,600","60,600","42,700","41,200","76,800","51,300","90,600","48,000","74,300","63,300","55,300","33,300","48,800","41,700","58,900","64,900","27,500","41,100","21,400","30,700","32,700",
169,Surrey,2015,Average Employment Income,EDA,Metro Vancouver,"45,680","56,000","57,800","55,900","69,700","58,100","29,600","35,800","24,800","44,200","37,600","58,000","36,500","23,200","31,100","33,600","51,600","51,100","65,600","61,000","50,100","37,300","44,400","67,800","70,000","46,100","44,400","63,400","51,700","96,100","43,500","91,700","76,500","53,200","33,600","57,400","39,400","59,900","63,300","25,500","36,900","19,400","29,200","30,900",
170,Capital,2015,Average Employment Income,RD,Capital,"48,520","50,200","48,400","52,200","53,800","105,400","43,900","28,400","20,600","37,200","34,700","55,500","33,300","22,800","27,600","37,300","31,100","58,400","71,600","70,100","52,600","33,600","51,300","71,200","41,000","45,500","23,300","67,400","60,300","92,100","38,000","69,700","100,700","55,500","33,100","53,500","38,700","70,600","64,500","27,600","33,300","20,100","28,600","34,900",
